current_views,current_comments,current_likes,prev_5_video_views,prev_5_video_likes,prev_5_video_comments,views_after_30_days,days_since_prev_5_uploads
1441,32,166,"[486800, 108335, 293535, 340866, 314656]","[57851, 5734, 12224, 22104, 22791]","[3476, 2724, 4564, 5225, 6755]",4092,"[10, 9, 8, 8, 7]"
177747,3294,10425,"[329914, 434518, 135038, 308294, 99731]","[36345, 14448, 11235, 28697, 8960]","[3771, 7452, 2914, 8716, 1744]",611819,"[10, 9, 8, 7, 5]"
253308,2569,7209,"[153873, 314334, 402546, 19569, 4575]","[5869, 7504, 12084, 1929, 504]","[1801, 5485, 8022, 302, 30]",433392,"[10, 9, 6, 5, 4]"
240530,2599,23084,"[189423, 415883, 452367, 6794, 247281]","[16158, 49534, 34151, 201, 26054]","[1582, 4754, 12140, 77, 5842]",499805,"[10, 10, 9, 7, 4]"
91971,2037,8680,"[198519, 109702, 89009, 305419, 424905]","[7839, 3267, 6526, 28836, 48216]","[5522, 1642, 2011, 6838, 6502]",226989,"[10, 8, 7, 4, 3]"
1935,54,135,"[445046, 47808, 425895, 219951, 431183]","[33151, 4076, 26629, 15402, 32045]","[7920, 347, 6441, 2223, 7909]",2796,"[10, 9, 7, 6, 2]"
284713,2963,33781,"[25477, 478760, 373507, 1395, 301783]","[1111, 46164, 21905, 121, 25351]","[512, 13262, 2015, 9, 6957]",426892,"[10, 8, 7, 3, 2]"
333400,7969,37674,"[374411, 444776, 27700, 338949, 167501]","[39534, 17689, 1558, 17621, 8999]","[10471, 7134, 324, 4189, 4201]",773193,"[7, 6, 5, 4, 3]"
240541,5305,6698,"[148636, 257315, 275768, 344561, 210342]","[5243, 24545, 11449, 18069, 18326]","[743, 6215, 7577, 2167, 4162]",613422,"[9, 9, 8, 3, 3]"
176255,1563,8149,"[353533, 409822, 81241, 59176, 231325]","[8005, 18411, 2836, 1189, 16538]","[5136, 8332, 845, 1525, 3372]",516744,"[10, 7, 7, 4, 4]"
560600,13851,47006,"[471682, 419482, 478777, 169427, 136689]","[45927, 9579, 21942, 20084, 6312]","[11523, 7439, 3856, 3572, 3985]",1248268,"[9, 8, 8, 6, 5]"
402949,4512,34891,"[405941, 66380, 412526, 365175, 493254]","[16696, 3836, 26070, 22235, 10072]","[4779, 1159, 9905, 7024, 7212]",525544,"[10, 9, 8, 6, 3]"
246297,4843,7614,"[356659, 437584, 121383, 48132, 171206]","[16480, 42289, 10357, 5511, 11384]","[2248, 9850, 1380, 630, 1697]",640921,"[9, 9, 9, 6, 6]"
172468,1219,5957,"[249883, 101011, 113462, 128513, 38763]","[11230, 3733, 6678, 9713, 4019]","[6373, 2664, 2201, 2440, 1070]",553373,"[10, 6, 6, 3, 3]"
235866,4498,25732,"[297348, 5347, 297027, 37564, 350669]","[31198, 184, 24697, 1401, 22675]","[8022, 132, 5720, 947, 3093]",801243,"[10, 7, 7, 5, 4]"
137564,1366,3168,"[12997, 45690, 366451, 360398, 78917]","[1534, 5058, 31495, 20513, 7103]","[214, 352, 9124, 9655, 1198]",336639,"[10, 9, 4, 2, 2]"
280629,4261,8035,"[149867, 345274, 119278, 120431, 34858]","[4097, 32350, 9808, 7921, 3171]","[4470, 3852, 2257, 3139, 188]",652033,"[9, 6, 5, 5, 3]"
219258,5464,14172,"[9382, 342996, 149659, 314873, 7287]","[745, 35062, 11546, 15953, 847]","[254, 4105, 4163, 7243, 111]",324498,"[10, 10, 6, 3, 2]"
281726,2009,19673,"[318959, 177703, 193028, 238921, 18940]","[16628, 7153, 6249, 22185, 1808]","[3707, 3088, 3204, 3316, 226]",863449,"[9, 6, 5, 4, 2]"
184373,2378,10960,"[143376, 471492, 131087, 147932, 233352]","[11509, 49114, 10040, 4876, 11811]","[3112, 9981, 2355, 1629, 2745]",568269,"[9, 6, 6, 2, 2]"
149321,3159,11536,"[483556, 73495, 284289, 332952, 110994]","[42596, 2760, 32510, 10142, 10103]","[10932, 576, 8479, 1950, 1566]",169277,"[10, 9, 8, 7, 6]"
254869,6852,25165,"[351970, 277424, 83509, 16519, 449727]","[16746, 22704, 6693, 1931, 14374]","[9376, 4100, 1225, 226, 3651]",868849,"[9, 9, 6, 4, 4]"
224450,1165,24378,"[61341, 401924, 193058, 104977, 418206]","[4388, 21839, 6517, 2102, 24606]","[758, 2478, 5076, 1602, 10191]",728002,"[9, 5, 4, 4, 2]"
269627,1432,27783,"[479738, 186102, 121419, 456098, 438731]","[17509, 8171, 5373, 34137, 21481]","[12134, 2543, 2613, 13095, 8850]",452573,"[7, 6, 6, 5, 5]"
226354,1777,24083,"[169340, 467946, 241052, 143909, 61437]","[4258, 10684, 25446, 10071, 3482]","[2050, 5636, 1644, 1809, 1297]",487513,"[9, 9, 8, 5, 2]"
307548,7341,30527,"[244465, 69409, 498898, 484542, 77918]","[15488, 6706, 48247, 21201, 4305]","[1245, 503, 4075, 5979, 1868]",765329,"[10, 7, 4, 3, 3]"
413556,5286,45925,"[448644, 283128, 199995, 417646, 242544]","[49232, 12430, 12278, 49503, 7613]","[10302, 3256, 3098, 6454, 6865]",679385,"[9, 9, 8, 6, 5]"
305843,8163,12619,"[377728, 297760, 481595, 102269, 463950]","[40338, 18720, 29929, 7050, 22562]","[6530, 4285, 13357, 1953, 11994]",386528,"[7, 4, 4, 3, 2]"
198327,3560,20888,"[127044, 230997, 85024, 105613, 343409]","[8890, 24033, 3841, 6226, 35151]","[1154, 6322, 1083, 3096, 8823]",688311,"[10, 9, 8, 7, 4]"
477169,6438,29953,"[361743, 245008, 333139, 455311, 206926]","[18542, 13338, 33586, 44397, 9366]","[2307, 5927, 5079, 4778, 1639]",1315245,"[10, 7, 5, 3, 2]"
670087,16857,28117,"[442587, 486907, 494868, 499639, 495621]","[23780, 32424, 44424, 27581, 15076]","[10293, 12107, 5538, 4206, 9017]",1810138,"[6, 6, 2, 2, 2]"
285851,3928,18835,"[496994, 161172, 245694, 480379, 347214]","[48118, 11731, 13393, 53398, 9652]","[12533, 2456, 2340, 3847, 3652]",549875,"[9, 9, 8, 5, 2]"
94216,2667,7141,"[34587, 492701, 320839, 422201, 39358]","[2636, 56054, 35691, 10653, 1545]","[757, 13818, 5055, 2515, 829]",211063,"[10, 9, 5, 3, 2]"
486829,6526,38962,"[451461, 460746, 461951, 245522, 266494]","[52653, 21247, 37208, 5829, 9443]","[2506, 8460, 7987, 3258, 5997]",901367,"[10, 9, 8, 8, 6]"
180385,3329,18383,"[152108, 325261, 84055, 487611, 75196]","[10379, 26858, 5064, 13050, 6097]","[3064, 5741, 1876, 4971, 1651]",618552,"[10, 7, 4, 2, 2]"
1938,51,215,"[283349, 465511, 112062, 71495, 300638]","[14126, 21253, 12266, 6487, 16400]","[3058, 4399, 1438, 581, 2595]",4545,"[8, 5, 5, 4, 2]"
994414,11837,36531,"[493807, 376598, 779, 381721, 432118]","[14241, 35115, 27, 43439, 32806]","[7428, 8325, 7, 5556, 2521]",1658425,"[10, 10, 7, 7, 4]"
822892,15787,81103,"[1734, 61829, 195182, 93466, 40894]","[97, 4744, 12338, 3270, 4008]","[30, 603, 5327, 2461, 775]",1500673,"[10, 9, 9, 7, 5]"
177874,3670,18313,"[459127, 146369, 49761, 911, 279098]","[49183, 13926, 3345, 32, 6564]","[10322, 4369, 678, 17, 7051]",435102,"[8, 7, 6, 6, 6]"
330391,8201,7757,"[321132, 446358, 102674, 147884, 379111]","[14141, 16940, 8453, 6939, 34665]","[5736, 9986, 2802, 1250, 2528]",407957,"[9, 8, 6, 5, 4]"
238725,4142,20430,"[40326, 209013, 467449, 38801, 327216]","[2050, 14889, 46296, 4543, 18285]","[222, 4267, 10643, 579, 3136]",685472,"[10, 9, 7, 5, 2]"
97394,2517,2283,"[131894, 61968, 286860, 53301, 5346]","[9889, 3103, 30276, 3360, 267]","[3192, 535, 2904, 603, 84]",243871,"[8, 7, 6, 6, 3]"
1324,36,79,"[426695, 343575, 490520, 230645, 192227]","[23085, 34722, 15105, 20964, 13011]","[9587, 6282, 4099, 3903, 5596]",3201,"[10, 8, 7, 7, 5]"
138793,3981,9667,"[484558, 251083, 414133, 214655, 334208]","[14376, 25259, 16195, 14125, 30166]","[13715, 1649, 6141, 4371, 8182]",260984,"[9, 7, 4, 3, 3]"
1469,9,145,"[128630, 36535, 384404, 370375, 408258]","[8741, 2180, 42002, 42164, 35647]","[2254, 244, 4815, 4491, 2635]",2522,"[10, 7, 7, 6, 5]"
238598,6782,10738,"[354297, 186510, 146163, 421997, 249961]","[25159, 4283, 11472, 24917, 18029]","[5675, 3248, 1127, 2263, 3375]",729277,"[9, 5, 5, 3, 2]"
268928,3770,28060,"[280524, 440081, 224785, 245079, 191422]","[28229, 32675, 18646, 28496, 5588]","[2138, 6530, 3780, 2450, 1352]",745856,"[7, 5, 4, 4, 3]"
292619,2367,19558,"[262844, 41093, 23084, 342600, 320770]","[7390, 4714, 2391, 17537, 37167]","[3288, 660, 551, 4359, 4206]",319790,"[9, 6, 6, 5, 5]"
580969,11711,18671,"[386236, 42133, 168944, 304545, 17826]","[10186, 4035, 18304, 15182, 1743]","[5962, 1050, 3743, 3724, 175]",1779970,"[10, 8, 7, 7, 4]"
559994,8000,51761,"[194723, 12557, 61897, 45101, 437055]","[22826, 366, 5704, 3124, 41951]","[2243, 186, 1122, 361, 11492]",732814,"[9, 9, 8, 8, 2]"
273604,2959,13536,"[107859, 198664, 158708, 379634, 214228]","[10406, 8742, 13973, 25311, 18459]","[1563, 2455, 2721, 10393, 4685]",628570,"[10, 6, 5, 3, 2]"
287316,6333,14683,"[41387, 455767, 40017, 12156, 224248]","[4589, 28571, 4264, 437, 21684]","[320, 2478, 1195, 83, 3708]",807031,"[10, 9, 8, 4, 3]"
392144,9041,12678,"[182542, 360293, 271880, 490376, 226820]","[9145, 20829, 12884, 22140, 12583]","[2643, 6190, 2538, 12116, 6014]",1299722,"[10, 10, 5, 3, 3]"
274407,2092,17144,"[490826, 359659, 136588, 297374, 326287]","[43406, 26237, 14869, 33780, 29070]","[13050, 3552, 953, 3962, 4288]",565611,"[10, 7, 7, 6, 3]"
826,18,53,"[229155, 394561, 39558, 149703, 481143]","[6325, 36503, 3605, 8183, 36711]","[1723, 6068, 1045, 3220, 3656]",1217,"[10, 9, 8, 5, 2]"
803,8,26,"[307294, 18646, 30928, 42177, 45368]","[15339, 1204, 1861, 4740, 3144]","[5195, 211, 190, 526, 257]",1832,"[9, 9, 5, 4, 2]"
349273,8624,24370,"[202112, 461852, 276926, 435418, 22666]","[14308, 53115, 28183, 14237, 1405]","[3737, 8422, 4012, 7964, 166]",960081,"[10, 9, 9, 5, 3]"
175123,4936,8626,"[425261, 7109, 172018, 175074, 108864]","[22831, 545, 19975, 4900, 4248]","[7235, 166, 2279, 1389, 1403]",413082,"[9, 9, 8, 7, 5]"
356517,8380,25920,"[313647, 464630, 121835, 122683, 179301]","[33574, 43631, 13827, 2942, 19055]","[7776, 11790, 2428, 772, 3313]",894894,"[9, 6, 5, 5, 3]"
96432,2275,7075,"[354499, 20894, 86568, 13157, 37236]","[40405, 730, 6505, 339, 2451]","[5292, 190, 787, 213, 304]",297444,"[10, 9, 8, 6, 5]"
239015,5677,16845,"[318094, 260406, 327723, 354571, 104460]","[14248, 5968, 30023, 17967, 9381]","[6787, 1732, 4195, 6797, 2920]",721364,"[9, 8, 6, 5, 4]"
235330,4344,18720,"[3330, 75300, 401470, 483024, 171219]","[321, 2451, 24824, 40004, 15270]","[77, 740, 11859, 4569, 1267]",271743,"[10, 9, 5, 4, 2]"
290751,8055,22942,"[160098, 421498, 193022, 360125, 21313]","[18509, 41938, 19589, 20345, 1287]","[4546, 12359, 5513, 7586, 235]",527302,"[10, 7, 5, 4, 3]"
212994,3397,6630,"[426607, 257934, 443115, 26561, 296817]","[33652, 16299, 10608, 2480, 14088]","[11947, 3098, 13256, 440, 1680]",414296,"[10, 8, 4, 2, 2]"
165474,2161,9736,"[402194, 160455, 274444, 246105, 194031]","[45123, 3217, 17507, 5657, 21585]","[3276, 3502, 5703, 6023, 4593]",568166,"[8, 4, 4, 4, 4]"
221581,3862,5565,"[485525, 38032, 318432, 497827, 93755]","[34808, 2027, 28467, 35978, 10872]","[6770, 876, 8246, 5645, 2236]",420873,"[9, 6, 5, 5, 4]"
283435,7901,13358,"[147603, 286016, 277461, 128723, 364777]","[3538, 19317, 17219, 5177, 28702]","[2162, 2845, 7120, 2769, 1934]",801461,"[10, 7, 6, 5, 2]"
1018,25,55,"[182755, 175723, 278901, 462658, 446858]","[8172, 10482, 33079, 25376, 40573]","[2057, 2211, 3089, 8931, 4760]",2696,"[10, 9, 8, 6, 3]"
423676,8473,50169,"[96741, 395537, 311259, 376315, 41934]","[7728, 25142, 33681, 14939, 2345]","[1850, 4861, 9319, 6136, 263]",1136823,"[9, 7, 6, 6, 3]"
419883,4729,40270,"[428815, 79067, 229656, 335004, 349652]","[31170, 5158, 6382, 24832, 31912]","[4452, 1932, 4515, 3664, 3172]",1143718,"[10, 9, 8, 7, 5]"
255720,5291,22453,"[172954, 403025, 398354, 64139, 259302]","[18362, 42206, 27666, 2536, 24287]","[2675, 8006, 3060, 1333, 3718]",333853,"[7, 7, 6, 2, 2]"
576175,12227,30042,"[12224, 42881, 168383, 25320, 479088]","[369, 2070, 9255, 2121, 17816]","[226, 413, 2338, 718, 13123]",992061,"[10, 8, 6, 4, 3]"
328818,5700,24201,"[271822, 240538, 411059, 395968, 168592]","[23805, 22333, 34070, 43220, 8230]","[4976, 3790, 9291, 5891, 4606]",846857,"[10, 9, 7, 7, 3]"
165277,1549,17974,"[110174, 440608, 173014, 91659, 81627]","[9817, 20181, 17855, 7422, 7960]","[1865, 4726, 2721, 1332, 1087]",570319,"[10, 6, 5, 4, 3]"
289852,7973,20730,"[278512, 411873, 308053, 484593, 121234]","[6662, 43895, 21261, 32939, 5860]","[2759, 5059, 6545, 3605, 1615]",383808,"[10, 8, 6, 5, 2]"
296326,3181,14080,"[89737, 176187, 483675, 493498, 168824]","[8860, 3646, 26463, 39719, 7275]","[1194, 1283, 12735, 7675, 1457]",676542,"[9, 8, 4, 2, 2]"
140933,3816,10720,"[287420, 417656, 332075, 26422, 332620]","[7054, 27987, 32218, 1365, 24242]","[6469, 12028, 2512, 235, 5894]",203544,"[6, 6, 5, 5, 3]"
180571,3866,8171,"[328518, 420358, 202911, 7058, 195121]","[22252, 11479, 6584, 584, 14562]","[3617, 3571, 5502, 59, 1393]",405976,"[6, 5, 4, 3, 2]"
290735,1628,16113,"[287360, 168532, 252034, 299075, 405235]","[24674, 19017, 24270, 20258, 24478]","[4213, 3375, 3523, 3186, 8133]",464222,"[9, 8, 7, 4, 4]"
144841,1121,12609,"[455037, 453364, 101869, 155575, 386765]","[48772, 47437, 11020, 10162, 28059]","[7098, 10654, 2016, 1048, 3254]",343998,"[10, 9, 6, 3, 3]"
181575,2246,14301,"[63476, 20946, 300925, 41300, 415383]","[4655, 2160, 34177, 2436, 22973]","[1032, 237, 7971, 535, 6744]",204621,"[10, 7, 7, 4, 3]"
211540,4793,6939,"[434904, 411118, 337592, 32728, 251550]","[42929, 9125, 7895, 1744, 22539]","[5010, 2070, 4119, 237, 2637]",354753,"[10, 9, 9, 6, 4]"
155022,1030,17876,"[361503, 25281, 145798, 370141, 413963]","[43340, 2042, 4630, 9656, 16286]","[5613, 598, 731, 4232, 8150]",507449,"[10, 8, 6, 2, 2]"
183335,1611,6506,"[210062, 372790, 231872, 386265, 99878]","[10231, 44268, 17346, 26125, 11750]","[2241, 10335, 4588, 9221, 1952]",370893,"[10, 6, 4, 4, 2]"
495580,9338,34135,"[325883, 375971, 104937, 158787, 447713]","[34066, 31535, 9293, 5602, 50995]","[8115, 4269, 2046, 2288, 9630]",674818,"[8, 6, 6, 6, 3]"
299377,6661,18876,"[477434, 230422, 144718, 205341, 133320]","[36604, 23824, 7148, 5552, 11096]","[11359, 6650, 1300, 5653, 2273]",734242,"[7, 6, 5, 5, 3]"
178125,2426,12008,"[69846, 22985, 1326, 479639, 162109]","[4939, 1652, 56, 11773, 6891]","[751, 510, 14, 6478, 1002]",493772,"[10, 7, 6, 4, 3]"
313106,2440,17881,"[494680, 97169, 113455, 350853, 245611]","[18280, 11151, 4777, 14083, 7397]","[8080, 1150, 2668, 4451, 5653]",1066263,"[10, 9, 4, 2, 2]"
152080,2977,10177,"[103570, 5758, 217988, 144089, 454453]","[5168, 245, 13510, 13818, 32255]","[2506, 77, 1161, 4042, 5847]",489418,"[9, 8, 8, 7, 4]"
161444,1179,7167,"[245311, 157028, 314898, 40795, 210743]","[15542, 6644, 21805, 2517, 24863]","[6853, 3070, 2964, 772, 5226]",549461,"[10, 9, 7, 6, 6]"
159800,2468,3603,"[23751, 397652, 341831, 15990, 39470]","[690, 24924, 33264, 1632, 1938]","[512, 5892, 10020, 241, 588]",492237,"[8, 6, 6, 4, 2]"
172751,1197,5427,"[92705, 186091, 261328, 206536, 264077]","[5119, 20319, 28765, 8762, 25159]","[701, 1069, 6772, 1710, 2342]",191904,"[10, 10, 4, 3, 3]"
802993,16960,74179,"[103884, 217265, 279496, 58484, 291151]","[5788, 22734, 13546, 6360, 28351]","[915, 4995, 7227, 503, 4784]",1631597,"[10, 6, 5, 4, 4]"
1552,19,126,"[90178, 84924, 462777, 239178, 72178]","[5173, 4456, 10475, 26977, 7733]","[1336, 809, 3112, 1932, 1447]",2653,"[9, 6, 5, 2, 2]"
339715,4362,8649,"[432629, 45762, 140175, 15436, 291213]","[28366, 3043, 3024, 796, 5970]","[12155, 565, 1333, 112, 1795]",393691,"[10, 9, 7, 7, 3]"
583476,7875,48785,"[281342, 499900, 46061, 176588, 412397]","[7637, 13424, 2305, 11712, 34202]","[6532, 4732, 1017, 1688, 12342]",822604,"[9, 8, 8, 8, 2]"
840055,13904,100756,"[402477, 344761, 397161, 317358, 388621]","[11902, 37426, 42716, 36455, 15738]","[2468, 5556, 10728, 6652, 11642]",2315558,"[8, 7, 5, 4, 3]"
727270,6561,26568,"[17744, 1814, 70590, 99861, 105690]","[1771, 139, 4589, 8608, 2489]","[137, 14, 1104, 2675, 2228]",1061161,"[7, 6, 5, 5, 5]"
1137,28,123,"[402841, 168668, 412325, 344637, 368403]","[8464, 3536, 11450, 22972, 40114]","[3849, 2853, 2481, 1898, 1910]",3862,"[10, 8, 8, 7, 5]"
332659,7944,30105,"[300688, 391558, 381125, 322419, 52566]","[25237, 23189, 25376, 13125, 1249]","[4098, 8643, 9209, 6388, 779]",426299,"[10, 10, 9, 3, 2]"
238359,2589,14548,"[22927, 52204, 74379, 413383, 88843]","[1357, 3899, 3644, 25905, 9285]","[284, 997, 1575, 3579, 2171]",515769,"[6, 5, 5, 4, 4]"
310895,9089,29089,"[182706, 416739, 447180, 252019, 125713]","[4895, 41298, 30112, 12336, 11916]","[3815, 11490, 5017, 7180, 2645]",973195,"[7, 6, 6, 5, 4]"
86376,657,5769,"[97475, 108216, 43750, 68786, 72350]","[6034, 9309, 4774, 7828, 8027]","[2090, 2387, 221, 969, 2002]",142820,"[9, 9, 8, 8, 7]"
196500,4319,14425,"[485599, 37038, 174784, 352132, 469606]","[39593, 2265, 6619, 30049, 24873]","[12473, 1101, 4277, 8301, 6517]",383438,"[10, 7, 7, 6, 6]"
360085,7227,20266,"[95580, 486849, 351534, 373772, 112059]","[10971, 49181, 37921, 8197, 6305]","[572, 5170, 5112, 9975, 1993]",1097562,"[8, 5, 5, 3, 3]"
259495,5224,9023,"[403860, 71891, 25075, 225992, 243837]","[39152, 6547, 1114, 17771, 21858]","[4927, 1075, 719, 3434, 3141]",743694,"[7, 7, 4, 3, 2]"
430,6,36,"[238845, 289828, 341404, 487510, 113538]","[5551, 30567, 9679, 51756, 13428]","[6608, 8434, 1906, 2576, 1164]",1167,"[10, 9, 8, 5, 2]"
150813,836,10944,"[264873, 297881, 375942, 39864, 461500]","[31162, 22392, 10324, 4277, 24167]","[5200, 6789, 9187, 630, 11226]",308467,"[10, 10, 4, 3, 2]"
1380,39,32,"[87401, 241143, 452647, 482146, 92666]","[9196, 20499, 11732, 25343, 7010]","[814, 5316, 9447, 4850, 1738]",2110,"[10, 9, 7, 6, 4]"
224455,4758,17077,"[125218, 138830, 465951, 428257, 224869]","[14585, 8781, 38357, 45282, 9521]","[712, 2028, 12631, 7548, 4105]",588500,"[10, 9, 9, 5, 3]"
208551,1129,11489,"[312654, 14887, 98494, 436673, 148164]","[34414, 1390, 2836, 41641, 7862]","[1744, 254, 2667, 7034, 4403]",244706,"[8, 5, 4, 3, 3]"
850144,6307,99167,"[296296, 252845, 291816, 272594, 144603]","[31598, 29523, 31860, 18190, 13692]","[3263, 1667, 1860, 3007, 858]",1457114,"[9, 9, 7, 3, 2]"
212478,1654,21872,"[293869, 130292, 497672, 17964, 222342]","[18865, 10397, 50588, 1971, 25713]","[6836, 2410, 14536, 520, 3766]",473575,"[8, 7, 7, 3, 2]"
423331,3415,47227,"[294954, 243582, 373046, 259824, 344104]","[27589, 26394, 28711, 11908, 36091]","[7137, 2153, 10001, 7534, 6346]",1101146,"[8, 4, 4, 2, 2]"
425255,6296,21156,"[122136, 422861, 388279, 457475, 217036]","[6057, 30955, 19939, 21037, 15957]","[3626, 4383, 4295, 5068, 5380]",523221,"[8, 7, 5, 5, 3]"
2340,52,203,"[58988, 320198, 53425, 68899, 221307]","[2217, 36532, 2421, 3605, 18439]","[944, 6075, 460, 1502, 1972]",6081,"[7, 7, 4, 3, 2]"
224467,3492,8179,"[350466, 130342, 451058, 27368, 299122]","[40855, 5499, 33334, 596, 34854]","[3286, 3599, 9904, 777, 3351]",756762,"[10, 9, 8, 6, 3]"
167709,2623,9102,"[327382, 475790, 189457, 160403, 401094]","[25691, 43925, 11496, 6911, 31486]","[4628, 14206, 3036, 2544, 10423]",455658,"[8, 7, 4, 3, 2]"
1854,37,165,"[182711, 468829, 290863, 478532, 305423]","[16677, 40230, 32104, 38755, 6551]","[3736, 9523, 1960, 7509, 6498]",2128,"[10, 9, 7, 4, 2]"
329578,4924,16646,"[410775, 197476, 498790, 159323, 140967]","[15778, 7889, 18831, 16032, 4911]","[4769, 2062, 11383, 1427, 789]",954737,"[8, 6, 2, 2, 2]"
224281,5878,10434,"[162871, 460259, 472700, 126765, 208073]","[15420, 24530, 23114, 11213, 21197]","[2501, 5995, 12119, 2810, 2827]",587947,"[10, 7, 5, 4, 3]"
171459,2731,14086,"[240917, 198508, 489520, 276143, 8419]","[13140, 17972, 12267, 18336, 957]","[2855, 1240, 9581, 3832, 122]",393240,"[9, 8, 3, 3, 2]"
159061,2666,15723,"[394316, 243434, 25740, 179519, 103761]","[14253, 13631, 2787, 11194, 11988]","[6785, 6461, 151, 2846, 2335]",296851,"[10, 9, 5, 3, 2]"
300303,2502,9941,"[374482, 464441, 67863, 437115, 288336]","[33663, 30235, 7266, 27262, 22589]","[3849, 8275, 717, 4646, 3459]",1027466,"[10, 10, 9, 9, 8]"
164819,3684,19308,"[410278, 418741, 198832, 99983, 152791]","[20399, 25771, 20700, 8397, 8337]","[3172, 11518, 5743, 2296, 3404]",204045,"[8, 5, 5, 5, 4]"
698648,4263,56357,"[234961, 437158, 307677, 377095, 181683]","[5744, 40939, 31685, 10112, 9501]","[5827, 7574, 6883, 6620, 5351]",2122357,"[10, 9, 4, 2, 2]"
108029,2189,2279,"[59894, 95919, 483140, 290641, 312919]","[6270, 10418, 10366, 28738, 21986]","[608, 1675, 12613, 4608, 9312]",266276,"[8, 7, 4, 2, 2]"
301776,3438,25863,"[390138, 377054, 459217, 254838, 71436]","[14517, 20992, 17760, 17882, 6170]","[8757, 6907, 8286, 4299, 795]",834831,"[8, 6, 6, 6, 5]"
239602,1453,15570,"[409270, 441670, 451087, 76725, 464270]","[46142, 43913, 44300, 4249, 52660]","[5814, 2649, 9448, 1079, 4105]",374825,"[10, 8, 7, 7, 4]"
1414,11,139,"[454184, 143447, 76718, 209815, 345269]","[10842, 11693, 3820, 18624, 16735]","[2693, 3338, 979, 3938, 8406]",3617,"[8, 8, 7, 4, 2]"
167712,3128,7913,"[167448, 64284, 295876, 272870, 240962]","[17475, 3545, 35259, 6236, 28595]","[1867, 1029, 8015, 3031, 2558]",239612,"[10, 9, 8, 4, 3]"
21615,354,1362,"[449201, 141149, 31585, 228020, 101418]","[16716, 3155, 2303, 8609, 2530]","[2495, 1208, 454, 6179, 2435]",69543,"[4, 4, 4, 3, 2]"
208362,3916,10815,"[93962, 486207, 66808, 394439, 149174]","[10190, 32136, 6017, 14902, 10499]","[1500, 10412, 1118, 6887, 1848]",454427,"[7, 6, 4, 4, 2]"
148597,2216,16713,"[452055, 236160, 32413, 470740, 361693]","[33346, 23060, 2538, 29289, 22031]","[13158, 3358, 559, 5278, 4098]",357094,"[10, 7, 7, 5, 2]"
425683,6017,23830,"[426428, 252289, 92276, 199830, 417733]","[31216, 16062, 4297, 8999, 18238]","[10972, 7474, 1695, 1397, 9932]",1288340,"[6, 3, 3, 3, 2]"
848877,14830,33515,"[228877, 48854, 270208, 105156, 247697]","[20819, 4504, 20618, 9464, 20777]","[1805, 1341, 5557, 2439, 3361]",2587997,"[9, 9, 5, 5, 4]"
833023,23009,95486,"[333440, 100940, 462179, 395550, 303166]","[38364, 11952, 14022, 25722, 22684]","[2434, 983, 8523, 11501, 1726]",2608638,"[8, 7, 6, 2, 2]"
805183,6101,63616,"[181468, 130150, 450260, 328736, 217292]","[13090, 3652, 21345, 21763, 25065]","[3488, 2915, 3247, 8853, 4014]",1446619,"[10, 8, 8, 6, 3]"
430077,9237,33283,"[344358, 332594, 54209, 436661, 347520]","[15857, 28582, 5026, 9205, 11608]","[4801, 6918, 452, 6079, 2434]",1158772,"[9, 8, 5, 3, 2]"
181855,3928,8031,"[39081, 357170, 433581, 67633, 120897]","[1904, 13160, 18096, 5769, 13128]","[571, 2874, 2306, 1024, 1307]",475434,"[10, 10, 7, 6, 5]"
529459,12873,36760,"[314368, 154921, 163199, 443851, 105238]","[17498, 13620, 14217, 43060, 3740]","[6473, 4180, 1200, 12879, 1072]",821720,"[9, 7, 6, 6, 2]"
223473,1660,23640,"[377707, 118662, 33503, 136325, 332343]","[14643, 9265, 3275, 9006, 34588]","[7196, 2358, 734, 3564, 1700]",236853,"[8, 7, 5, 3, 3]"
75693,1936,5085,"[44013, 33749, 52059, 277682, 277124]","[5198, 2499, 2280, 31317, 24913]","[1275, 718, 1269, 7571, 6645]",222640,"[10, 9, 6, 2, 2]"
205689,4577,12237,"[420600, 363720, 176377, 99121, 443139]","[31796, 19787, 11089, 8121, 18234]","[3513, 10406, 1926, 1722, 10652]",321692,"[10, 9, 8, 7, 3]"
234801,1251,21010,"[155104, 401397, 70722, 302111, 112821]","[9161, 10836, 2379, 24081, 6489]","[796, 9702, 1090, 3880, 2576]",251960,"[8, 8, 7, 5, 4]"
384839,4306,44751,"[376231, 230909, 147816, 400379, 79381]","[33023, 20983, 3536, 28685, 4869]","[9098, 5326, 4252, 10985, 1504]",1342847,"[10, 9, 6, 2, 2]"
106637,2191,4123,"[8999, 44929, 94841, 44293, 274200]","[882, 4235, 9430, 1715, 19633]","[205, 543, 2461, 1084, 2192]",128927,"[9, 7, 6, 6, 3]"
139464,1888,4230,"[65457, 247742, 72445, 145170, 242188]","[5683, 14710, 8048, 4783, 11761]","[435, 3597, 630, 3793, 6811]",475991,"[10, 7, 7, 4, 2]"
238570,4978,22616,"[304386, 300053, 399496, 342474, 104444]","[18639, 27175, 42037, 37937, 2573]","[5734, 1803, 10995, 5387, 2873]",760224,"[10, 9, 5, 4, 3]"
221161,5914,15280,"[335596, 44189, 297103, 317188, 307942]","[15701, 2926, 21395, 27569, 16763]","[8879, 665, 1792, 2117, 9019]",620659,"[9, 9, 9, 6, 3]"
